0;0;1
0;4;1
0;10;1
2;0;1
6;0;1
24;0;1
2;4;1.15789473676676
6;4;1.18947368409148
24;4;2.37894736846927
2;10;1.65263157928492
6;10;2.05263157825418
24;10;2.33684210489245
